Post_ID,Posting_Author,Congress_Number,State_District,DW-NOMINATE,LES,Job_Function,Title_Parsed,Office_Type,Committee_Affiliation,Spanish_Language,Salary_Min,Salary_Max,Years_Experience
MEM-273-16,Midwest Democrat,118,ST-16,,,Legislative,Press Intern,Personal,,0,,,
MEM-272-16,Representative Rick Larsen,118,ST-02,-0.365,0.256,Legislative,Representative,Personal,,0,,,
MEM-266-16,House Committee on Energy and Commerce Democratic Staff,118,ST-16,,,Communications,Press Intern,Personal,House Committee on Energy and Commerce,0,,,
MEM-265-16,Debbie Dingell,118,ST-16,-0.400,0.498,Legislative,Representative,Personal,,0,,,
MEM-344-18,Congressman Michael Cloud,118,ST-27,0.686,0.523,Legislative,Intern,Personal,,0,,,
MEM-343-18,Congressman Devin Nunes,118,ST-CA,0.450,0.019,Legislative,Intern,Personal,,0,,,
MEM-342-18,Member of Democratic leadership,118,ST-18,,,Legislative,Social Media Fellow,Personal,,0,,,
MEM-341-18,Member of Democratic leadership,118,ST-01,,,Communications,Press Internship,Personal,,0,,,
MEM-338-18,Democratic Office of the Committee on Oversight and Government Reform,118,ST-18,,,Legislative,Intern,Personal,Committee on Oversight and Government Reform,0,,,
MEM-336-18,Congressman Nunes,118,ST-18,,,Legislative,Interns,Personal,,0,,,
MEM-334-18,Congressman Denny Heck,118,ST-10,-0.312,1.342,Legislative,Intern,Personal,,0,,,
MEM-332-18,Rep. Steve Womack (AR-03),118,ST-03,0.348,0.314,Legislative,Intern,Personal,None,0,,,
MEM-331-18,Committee on House Administration Democratic staff,118,ST-18,,,Legislative,Intern,Personal,Committee on House Administration,0,,,
MEM-329-18,Congressman Jared Huffman,118,ST-CA,-0.430,1.904,Communications,Communications/Digital Media Fellow,Personal,,0,,3500.000,
MEM-327-18,Congressman Glenn Grothman,118,WI-06,0.599,0.704,Legislative,Intern,Personal,,0,,,
MEM-326-18,Rep. Juan Vargas (CA-51),118,ST-51,-0.395,0.343,Legislative,Internship Position in Capitol Office,Personal,,1,,,
MEM-325-18,Congressman John Sarbanes,118,ST-01,-0.466,0.330,Legislative,Legislative Intern,Personal,,0,,,
MEM-324-18,Congressman Charlie Crist,118,FL-13,-0.227,0.305,Legislative,,Personal,,0,,,
MEM-323-18,Democratic Congressman,118,ST-18,,,Legislative,Press and Digital Media Fellow,Personal,,0,,,
MEM-322-18,Congressman Michael Cloud,118,TX-27,0.686,0.523,Communications,Press Intern,Personal,,0,,,
MEM-321-18,Congressman Dave Reichert (WA-08),118,ST-08,,,Legislative,Internship,Personal,Ways and Means Committee,0,,,
MEM-320-18,New Jersey Democrat,118,ST-18,,,Legislative,Intern,Personal,,0,,,
MEM-318-18,Jerrold Nadler (D-NY),118,ST-10,-0.507,0.138,Legislative,New York Congressman,Personal,House Judiciary Committee,0,,,
MEM-317-18,Congressman Joe Wilson,118,ST-02,0.530,1.184,Legislative,Intern,Personal,,0,,,
MEM-316-18,Congressman John Garamendi,118,CA-03,-0.312,0.339,Legislative,Intern,Personal,,0,,,
MEM-315-18,Congressman Ron Estes,118,ST-04,0.645,0.473,Legislative,Intern,Personal,House Homeland Security Committee and the House Education and the Workforce Committee,0,,,
MEM-314-18,North Carolina Congresswoman,118,ST-18,,,Legislative,Congressional Internship Program in DC,Personal,,0,,,
MEM-312-18,Congressman Bill Posey (FL-08),118,ST-08,0.533,0.654,Legislative,Internship,Personal,,0,,,
MEM-298-18,Majority Staff of the House Budget Committee,118,ST-18,,,Legislative,Intern,Personal,House Budget Committee,0,,,
MEM-294-18,Congressman Keith Rothfus (PA-12),118,ST-12,0.498,1.758,Legislative,Intern,Personal,,0,,,
MEM-292-18,Rep. Tulsi Gabbard,118,ST-01,-0.274,0.562,Legislative,Legislative Internship,Personal,,0,,,
MEM-291-18,Congressman Jimmy Gomez,118,ST-34,-0.536,0.326,Legislative,Internship Position,Personal,,0,,,
MEM-290-18,Congressman Matt Gaetz (R-FL),118,ST-18,0.593,0.310,Legislative,Intern,Personal,None,0,,,
MEM-289-18,California Democratic Member,118,ST-18,,,Legislative,Internship Position in Capitol Office,Personal,,1,,,
MEM-287-18,Congressman Mike Rogers,118,ST-01,0.379,2.068,Legislative,Intern,Personal,,0,,,
MEM-283-18,Congressman Mark DeSaulnier (CA-11),118,ST-11,-0.512,0.320,Communications,Press/Digital Intern,Personal,,0,,,
MEM-280-18,Congressman Michael Cloud,118,ST-27,0.686,0.523,Legislative,Intern,Personal,,0,,,
MEM-279-18,Illinois Democratic Office,118,ST-18,,,Legislative,Intern/Fellow,Personal,,0,,,
MEM-278-18,Congressman John K. Delaney,118,ST-18,,,Legislative,Congressional Intern,Personal,,0,,,
MEM-277-18,Congresswoman Terri A. Sewell,118,ST-01,,,Communications,Digital and Press Intern,Personal,,0,,,
MEM-276-18,Congressman Erik Paulsen’s office,118,ST-18,,,Legislative,Internship Program,Personal,,0,,,
MEM-274-18,Congressman Bill Huizenga (MI-02),118,ST-02,0.533,2.071,Legislative,Internship Program Coordinator,Personal,,0,,,
MEM-272-18,Debbie Dingell,118,ST-01,-0.400,0.498,Legislative,Representative,Personal,,0,,,
MEM-269-18,Congresswoman Suzan DelBene,118,ST-01,-0.292,0.264,Legislative,Intern,Personal,,0,,,
MEM-268-18,Congressman Rod Blum,118,ST-01,0.527,1.334,Legislative,Internship Program,Personal,,0,,,
MEM-267-18,Congressman Eliot L. Engel,118,ST-18,,,Legislative,Personal Office Intern,Personal,House Foreign Affairs Committee,0,,,
MEM-266-18,Congresswoman Doris Matsui (CA-06),118,ST-06,-0.433,1.022,Legislative,Intern,Personal,,0,,,
MEM-265-18,Congressman Ralph Norman,118,ST-5,0.846,0.468,Legislative,Intern,Personal,,0,,,
MEM-262-18,Congressman Glenn Grothman,118,WI-06,0.599,0.704,Legislative,Intern,Personal,,0,,,
MEM-261-18,Congressman Charlie Crist,118,FL-13,-0.227,0.305,Legislative,,Personal,,0,,,
MEM-259-18,Democratic Staff of the House Energy and Commerce Committee,118,ST-18,,,Legislative,Legislative Intern,Personal,House Energy and Commerce Committee,0,,,
MEM-258-18,Congressman Dave Reichert (WA-08),118,ST-08,,,Legislative,,Personal,Ways and Means Committee,0,,,
MEM-256-18,Congressman Chris Smith,118,ST-04,,,Legislative,Internship,Personal,,0,,,
MEM-255-18,Congressman Dave Loebsack (IA-02),118,ST-02,,,Legislative,Intern,Personal,,0,,,
MEM-254-18,California Republican,118,ST-18,,,Legislative,"Interns in his Washington, D.C. office",Personal,,0,,,
MEM-253-18,Robert A. Brady,118,ST-01,,,Legislative,Congressman,Personal,,0,,,
MEM-252-18,Congressman Sander Levin,118,ST-09,-0.379,0.099,Legislative,Intern,Personal,,0,,,
MEM-251-18,Ralph Abraham,118,ST-05,0.541,0.040,Legislative,Congressman,Personal,,0,,,
MEM-175-18,Congressman Mike Bishop,118,ST-8,0.451,1.321,Legislative,Internship Program Coordinator,Personal,Ways and Means Committee,0,,,
MEM-345-17,Congressman Robert Pittenger,118,ST-17,0.561,0.701,Legislative,Legislative Intern,Personal,,0,,,
MEM-344-17,Democratic Congressman,118,ST-17,,,Legislative,Congressman,Personal,,0,,,
MEM-342-17,Rob Wittman,118,ST-01,,,Legislative,Congressman,Personal,,0,,,
MEM-341-17,Congressman Walter B. Jones,118,ST-03,,,Legislative,Internship,Personal,,0,,,
MEM-340-17,Republican staff of the Committee on Oversight and Government Reform of the House of Representatives,118,ST-17,,,Legislative,Internship,Personal,Committee on Oversight and Government Reform,0,,,
MEM-338-17,House Committee on Oversight and Government Reform Democratic Staff,118,ST-17,,,Legislative,Digital Intern,Personal,House Committee on Oversight and Government Reform,0,,,
MEM-337-17,Jason Lewis,118,ST-02,0.506,1.327,Legislative,Representative,Personal,,0,,,
MEM-336-17,Congressman Tom McClintock,118,CA-04,0.673,2.045,Legislative,Intern,Personal,,0,,,
MEM-325-17,Congressman Buchanan,118,ST-17,,,Legislative,,Personal,,0,,,
MEM-321-17,Congressman Tom Suozzi,118,ST-03,-0.222,0.026,Communications,Press and Digital Intern,Personal,,0,,,
MEM-320-17,Representative Doug LaMalfa,118,CA-01,0.541,0.431,Legislative,Intern,Personal,,0,,,
MEM-318-17,House Democratic Caucus,118,ST-17,,,Legislative,Intern,Personal,,0,,,
MEM-317-17,Congressman Buchanan,118,ST-17,,,Legislative,,Personal,,0,,,
MEM-315-17,Florida Republican Congressman,118,ST-17,,,Legislative,,Personal,,0,,,
MEM-314-17,Congresswoman Louise Slaughter (NY-25),118,ST-25,-0.465,0.111,Communications,Press Intern,Personal,Rules Committee,0,,,
MEM-313-17,Mid-Atlantic member,118,ST-17,,,Communications,Press Intern,Personal,,0,,,
MEM-311-17,Congressman Dan Kildee,118,ST-05,,,Legislative,Intern,Personal,,0,,,
MEM-310-17,Congressman Don Bacon,118,ST-01,0.286,1.024,Legislative,Intern,Personal,,0,,,
MEM-307-17,"Bill Pascrell, Jr.",118,ST-17,,,Legislative,U.S. Rep.,Personal,"Ways and Means Committee, Budget Committee",0,,,20
MEM-268-17,"Congressman John Conyers, Jr.",118,ST-13,,,Legislative,Dean of the House of Representatives,Personal,House Judiciary Committee,1,,,
MEM-492-23,Congressman Anthony D’Esposito,118,ST-XX,,,Legislative,Intern,Personal,,0,,,
MEM-491-23,Congressman Gregory W. Meeks (NY-05),118,ST-05,,,Communications,Press/Digital Intern,Personal,,0,,,
MEM-488-23,Congressman Dan Kildee,118,ST-01,,,Legislative,Congressional Internship,Personal,,0,,,
MEM-487-23,Congressman Dan Kildee,118,ST-01,,,Legislative,Congressional Internship,Personal,,0,,,
MEM-486-23,Congressman Jeff Van Drew (NJ-02),118,ST-02,0.382,1.120,Legislative,,Personal,,0,,,
MEM-485-23,U.S. House Judiciary Committee,118,ST-XX,,,Legislative,Internship Opportunity,Personal,U.S. House Judiciary Committee,0,,,
MEM-484-23,House Committee on Oversight and Accountability Democratic Staff,118,ST-XX,,,Communications,Press and Digital Intern,Personal,,0,,,
MEM-482-23,Congresswoman Lois Frankel,118,ST-22,-0.397,0.193,Legislative,Intern,Personal,,0,,,
MEM-480-23,Congressman Steve Cohen (D-TN-09),118,ST-09,-0.392,1.759,Legislative,Interns for the spring of 2023,Personal,,0,,,
MEM-479-23,Democratic staff of the Select Subcommittee on the Coronavirus Pandemic,118,ST-XX,,,Legislative,Legal Internship,Personal,Select Subcommittee on the Coronavirus Pandemic,0,,,
MEM-476-23,Congresswoman Suzan DelBene,118,ST-01,-0.292,0.264,Legislative,Intern,Personal,,0,,,
MEM-475-23,Congressman Chris Pappas,118,NH-01,-0.238,1.202,Legislative,Paid Internship Opportunity: Office of Congressman Chris Pappas NH-01,Personal,,0,,,
MEM-471-23,Representative Becca Balint,118,VT-AL,-0.453,0.496,Legislative,,Personal,,0,,,
MEM-469-23,Rep. Abigail Spanberger,118,ST-07,-0.196,0.753,Legislative,Foreign Affairs Fellow,Personal,,1,,3200.000,
MEM-465-23,Congresswoman Cherfilus-McCormick,118,ST-18,,,Legislative,Legal Fellow,Personal,House Foreign Affairs Committee (HFAC) and House Veterans’ Affairs Subcommittee on Technology Modernization (HVAC),0,,3000.000,
MEM-294-16,Robert A. Brady,118,ST-01,,,Legislative,Congressman,Personal,,0,,,
MEM-293-16,California Democratic Member,118,ST-16,,,Legislative,Intern,Personal,,1,,,
MEM-292-16,California Democratic Member,118,ST-16,,,Legislative,Internship Position in Capitol Office,Personal,,1,,,
MEM-291-16,"Terrorism, Nonproliferation, and Trade Subcommittee on the Republican side of the House Foreign Affairs Committee",118,ST-16,,,Legislative,Intern,Personal,House Foreign Affairs Committee,0,,,
MEM-290-16,Congresswoman Diana DeGette (CO-01),118,ST-01,-0.431,0.211,Legislative,Internship,Personal,,0,,,
MEM-287-16,Congressman Bill Johnson (R-OH),118,ST-01,0.436,0.588,Legislative,Intern,Personal,,0,,,
MEM-285-16,Congressman Mark Pocan,118,ST-16,-0.525,0.121,Legislative,Intern,Personal,,0,,,
MEM-282,Congressman John Carney,118,DE-At Large,-0.256,1.105,Legislative,Internship,Personal,,0,,,
MEM-281-16,"Republican Office of the Committee on Science, Space, and Technology",118,ST-16,,,Legislative,Intern,Committee,"Committee on Science, Space, and Technology",0,,,
MEM-280-16,Congresswoman Dina Titus (NV-1),118,ST-01,-0.298,1.632,Legislative,Internship Assistant,Personal,,0,,,
MEM-279-16,Congressman Peter DeFazio (OR-04),118,ST-04,-0.427,7.143,Legislative,Intern,Personal,,0,,,
MEM-278-16,Democratic Leadership Office,118,ST-16,,,Legislative,,Personal,,0,,,
MEM-277-16,Congressman Jim Renacci,118,ST-16,,,Legislative,Intern,Personal,,0,,,
MEM-276-16,"The Washington, DC, office of a Senior Member of the Ways and Means Committee",118,ST-16,,,Communications,Press Intern,Personal,Ways and Means Committee,1,,,
MEM-275-16,Congressman Tom McClintock,118,ST-04,0.673,2.045,Legislative,Intern,Personal,,0,,,
MEM-273-16,Midwest Democrat,118,ST-16,,,Legislative,Press Intern,Personal,,0,,,
MEM-272-16,Representative Rick Larsen,118,ST-02,-0.365,0.256,Legislative,Representative,Personal,,0,,,
MEM-307-15,Congressman Peter DeFazio (OR-04),118,ST-04,-0.427,7.143,Legislative,Intern,Personal,,0,,,
MEM-306-15,Mike Honda,118,ST-17,,,Legislative,Congressman,Personal,,0,,,
MEM-305-15,Congressman Trent Franks (R-AZ),118,ST-15,0.749,0.251,Legislative,Intern,Personal,,0,,,
MEM-304-15,Congressman Benishek,118,ST-01,,,Legislative,Intern,Personal,,0,,,
MEM-301-15,Louisiana Republican,118,ST-15,,,Legislative,Intern(s),Personal,,0,,,
MEM-291-15,"The Washington, DC, office of a high profile Member of Congress",118,ST-13,,,Communications,Press Intern,Personal,,1,,,
MEM-290-15,Congressman Himes,118,ST-04,,,Legislative,,Personal,,0,,,
MEM-289-15,New York Congressman,118,ST-01,,,Communications,Press Intern,Personal,,0,,,
MEM-288-15,Southern Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-287-15,Congressman Tim Walz,118,ST-01,,,Legislative,Intern,Personal,,0,,,
MEM-286-15,Midwest Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-283-15,Congressman John Carney,118,ST-01,-0.256,1.105,Legislative,Intern,Personal,,0,,,
MEM-282,Congresswoman Betty McCollum (MN04),118,ST-04,-0.419,0.061,Legislative,Intern,Personal,,0,,,
MEM-281-15,Ohio Democrat,118,ST-09,,,Legislative,Intern,Personal,,0,,,
MEM-280-15,Midwest Democrat,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-279-15,Congressman French Hill,118,ST-02,0.437,2.069,Legislative,Intern,Personal,,0,,,
MEM-278-15,Congresswoman Mimi Walters (CA-45),118,ST-45,0.433,0.426,Legislative,GOP leadership position,Personal,,0,,,
MEM-277,Congressman Jim Renacci,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-275-15,Northeastern House Democrat,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-274-15,Democratic Staff,118,ST-15,,,Legislative,Undergraduate Interns,Personal,The Committee on Education and the Workforce,0,,,
MEM-272-15,Congressman Jeff Fortenberry,118,ST-01,0.304,0.339,Legislative,Interns,Personal,,0,,,
MEM-271-15,Congressman Paul D. Tonko,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-270-15,New York Congressman,118,ST-15,,,Communications,Press Intern,Personal,,0,,,
MEM-269-15,Energetic New York Democrat,118,ST-01,,,Legislative,Legislative Intern,Personal,,0,,,
MEM-268-15,Arizona Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-267-15,Congresswoman Jackie Walorski,118,IN-02,0.436,0.179,Communications,communications intern,Personal,,0,,,
MEM-266-15,Congresswoman Jackie Walorski,118,IN-02,0.436,0.179,Legislative,,Personal,,0,,,
MEM-260-15,Congresswoman Tulsi Gabbard,118,HI-02,-0.274,0.562,Legislative,National Security Intern,Personal,,0,,,
MEM-259-15,Congressman Rod Blum (R IA-01),118,ST-01,0.527,1.334,Legislative,Internship Assistant,Personal,,0,,,
MEM-258-15,Congresswoman Ann McLane Kuster,118,ST-02,,,Legislative,Intern,Personal,,0,,,
MEM-257-15,Congressman Curt Clawson,118,ST-15,0.626,0.982,Legislative,Intern,Personal,,0,,,
MEM-256-15,Senior New Jersey Republican Congressman,118,ST-15,,,Legislative,Senior New Jersey Republican Congressman,Personal,,0,,,
MEM-252-15,Rep. Tom Graves,118,ST-14,0.716,0.010,Legislative,Intern,Personal,,0,,,
MEM-250-15,Congressman Mike Honda,118,ST-17,,,Legislative,Congressman,Personal,,0,,,
MEM-247-15,Congresswoman Diana DeGette (CO-01),118,ST-01,-0.431,0.211,Legislative,Internship,Personal,,0,,,
MEM-243-15,West Virginia Republican Congressman,118,ST-15,,,Legislative,Congressman,Personal,,0,,,
MEM-242-15,Congresswoman Suzan DelBene,118,ST-15,-0.292,0.264,Legislative,Intern,Personal,,0,,,
MEM-241-15,Congresswoman Marcia L. Fudge,118,ST-15,,,Communications,Press Intern,Personal,,0,,,
MEM-240-15,House Committee on Foreign Affairs Subcommittee on Asia and the Pacific,118,ST-15,,,Legislative,Intern,Committee,House Committee on Foreign Affairs Subcommittee on Asia and the Pacific,0,,,
MEM-239-15,House Committee on Veterans’ Affairs,118,ST-15,,,Communications,Communications Intern,Committee,House Committee on Veterans’ Affairs,0,,,
MEM-238-15,Democratic Congressman,118,ST-52,,,Legislative,Congressman,Personal,,0,,,
MEM-236-15,Loebsack,118,ST-15,,,Legislative,Interns,Personal,,0,,,
MEM-233-15,Congressman Coffman (R-CO),118,ST-15,,,Legislative,Legislative Intern,Personal,,1,,,
MEM-232-15,Energetic New York Democrat,118,ST-15,,,Legislative,Legislative Intern,Personal,,0,,,
MEM-231-15,Nevada Republican Congressman,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-230-15,Congressman Luis V. Gutiérrez,118,ST-15,,,Legislative,Intern,Personal,,1,,,
MEM-229-15,Congressman Vern Buchanan,118,ST-16,0.362,0.563,Legislative,Internship,Personal,,0,,,
MEM-228-15,Democratic Leadership Office,118,ST-15,,,Legislative,Interns,Personal,,0,,,
MEM-226-15,Congresswoman Chellie Pingree,118,ST-01,-0.421,0.379,Legislative,Intern,Personal,,0,,,
MEM-225-15,Congresswoman Zoe Lofgren,118,ST-19,-0.398,0.702,Legislative,Internship,Personal,,0,,,
MEM-224-15,Congressman John Ratcliffe,118,ST-04,0.693,0.499,Legislative,Intern,Personal,,0,,,
MEM-223-15,Moderate Southern Democrat,118,ST-15,,,Legislative,Congressional Internship,Personal,,0,,,
MEM-222-15,Florida Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-220-15,Representative Amash,118,ST-22,,,Legislative,Intern,Personal,,0,,,
MEM-219-15,Committee on House Administration,118,ST-15,,,Legislative,Intern,Personal,House of Representatives,0,,,
MEM-216-15,Florida Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-215-15,Congresswoman Roybal-Allard,118,ST-15,,,Legislative,Intern,Personal,,1,,,
MEM-214-15,"Democratic Staff of the Committee on Science, Space and Technology",118,ST-15,,,Legislative,Intern,Personal,"Committee on Science, Space and Technology",0,,,
MEM-212-15,Democratic California Congressman,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-211-15,Congressman Jim Renacci,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-209-15,Congressman Ben Ray Luján (NM-03),118,ST-03,,,Legislative,Interns,Personal,,0,,,
MEM-208-15,Rep. Xavier Becerra,118,ST-15,-0.512,0.055,Legislative,Intern,Personal,,0,,,
MEM-206-15,Congressman Robert A. Brady,118,ST-01,,,Legislative,Intern,Personal,,0,,,
MEM-205-15,Florida Democrat,118,ST-15,,,Communications,Press Intern,Personal,,1,,,
MEM-204-15,Brad Sherman,118,ST-30,-0.343,0.822,Legislative,Senior Democratic Congressman,Personal,,0,,,
MEM-202-15,Florida Democrat,118,ST-XX,,,Legislative,Intern,Personal,,0,,,
MEM-201-15,Jared Huffman,118,ST-15,-0.430,1.904,Legislative,Congressman,Personal,,0,,,
MEM-200-15,Congressman Matt Cartwright,118,ST-15,-0.344,0.686,Legislative,Intern,Personal,,0,,,
MEM-198-15,Colorado Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-164-15,Conservative Republican,118,ST-XX,,,Legislative,Intern,Personal,,0,,,
MEM-376-24,Rep. Abigail Spanberger,118,ST-07,-0.196,0.753,Legislative,Foreign Affairs Fellow,Personal,,0,,3200.000,
MEM-367-24,Rep. Troy Nehls (TX-22),118,ST-22,0.611,0.478,Legislative,Interns for Fall 2024,Personal,,0,,,
MEM-354-24,Congresswoman Michelle Steel,118,ST-45,0.370,2.294,Legislative,Intern,Personal,"House Ways and Means Committee, Education and Workforce Committee, AI Task Force, Select Committee on the Chinese Communist Party",0,,,
MEM-395-24,Joe Morelle,118,ST-25,,,Legislative,Internship,Personal,,0,,,
MEM-394-24,Representative Joseph Morelle,118,ST-25,-0.332,0.901,Legislative,Intern,Personal,,0,,,
